,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,GradeAvg,result
233,,0,,,,4,4,,,,,1,2,0,,,,,,,,,4,2,4,2,4,1,0,14,13,13,13.333333333333334,1
234,,0,,,,1,1,,,,,2,2,0,,,,,,,,,3,4,2,1,1,5,1,9,7,6,7.333333333333333,0
235,,0,,,,3,2,,,,,2,3,0,,,,,,,,,5,3,3,1,3,2,0,11,9,10,10.0,1
236,,1,,,,2,2,,,,,1,2,0,,,,,,,,,4,4,2,5,5,4,0,14,13,13,13.333333333333334,1
237,,0,,,,2,1,,,,,1,1,0,,,,,,,,,4,5,2,1,1,5,1,13,12,12,12.333333333333334,1
238,,1,,,,2,1,,,,,3,2,0,,,,,,,,,2,1,1,1,1,3,0,13,11,11,11.666666666666666,1
239,,1,,,,2,2,,,,,1,2,1,,,,,,,,,5,5,4,3,5,2,0,7,7,0,4.666666666666667,0
240,,1,,,,4,3,,,,,2,2,0,,,,,,,,,2,5,5,1,4,5,1,12,12,12,12.0,1
241,,1,,,,4,4,,,,,2,2,0,,,,,,,,,3,3,3,2,3,4,0,10,11,12,11.0,1
242,,0,,,,4,3,,,,,1,1,0,,,,,,,,,5,4,5,1,1,3,0,6,0,0,2.0,0
243,,0,,,,4,4,,,,,1,1,0,,,,,,,,,5,3,2,1,2,5,0,13,12,12,12.333333333333334,1
244,,1,,,,2,1,,,,,2,3,0,,,,,,,,,4,4,4,1,1,3,0,7,0,0,2.3333333333333335,0
245,,0,,,,2,1,,,,,3,1,0,,,,,,,,,4,3,3,1,1,4,0,18,18,18,18.0,1
246,,1,,,,2,3,,,,,2,1,0,,,,,,,,,5,2,2,1,1,2,0,12,12,13,12.333333333333334,1
247,,2,,,,3,1,,,,,1,1,3,,,,,,,,,5,4,5,5,5,1,1,6,8,8,7.333333333333333,0
248,,1,,,,3,3,,,,,1,2,1,,,,,,,,,4,3,3,1,3,5,0,3,5,5,4.333333333333333,0
249,,0,,,,0,2,,,,,1,1,0,,,,,,,,,4,3,2,2,4,5,0,13,15,15,14.333333333333334,1
250,,1,,,,3,2,,,,,2,1,1,,,,,,,,,4,4,5,2,4,5,0,6,8,8,7.333333333333333,0
251,,0,,,,3,3,,,,,3,2,0,,,,,,,,,5,3,3,1,3,2,0,7,10,10,9.0,1
252,,1,,,,2,1,,,,,1,1,1,,,,,,,,,3,2,5,2,5,5,0,6,9,8,7.666666666666667,0
253,,0,,,,2,1,,,,,2,1,0,,,,,,,,,3,3,2,1,3,3,0,8,9,8,8.333333333333334,1
254,,1,,,,2,1,,,,,1,1,0,,,,,,,,,4,4,2,2,4,5,0,8,12,12,10.666666666666666,1
255,,1,,,,1,1,,,,,2,1,1,,,,,,,,,4,4,4,1,2,5,0,7,9,8,8.0,1
256,,1,,,,4,2,,,,,1,4,0,,,,,,,,,4,2,3,1,1,4,0,14,12,13,13.0,1
257,,2,,,,4,3,,,,,1,2,0,,,,,,,,,4,3,1,1,1,1,1,11,11,11,11.0,1
258,,1,,,,2,1,,,,,1,2,0,,,,,,,,,5,2,4,1,2,4,0,15,14,14,14.333333333333334,1
259,,1,,,,2,2,,,,,1,4,0,,,,,,,,,3,4,1,1,1,2,0,10,9,0,6.333333333333333,0
260,,1,,,,4,3,,,,,1,2,0,,,,,,,,,3,1,2,1,3,2,2,17,18,18,17.666666666666668,1
261,,1,,,,4,3,,,,,1,2,0,,,,,,,,,4,3,2,1,1,3,0,8,8,8,8.0,1
262,,1,,,,3,2,,,,,1,3,0,,,,,,,,,5,3,2,1,1,3,0,13,12,12,12.333333333333334,1
263,,1,,,,3,3,,,,,1,3,0,,,,,,,,,3,2,3,1,1,4,0,10,9,9,9.333333333333334,1
264,,1,,,,2,2,,,,,1,3,0,,,,,,,,,4,3,3,1,1,3,0,9,10,0,6.333333333333333,0
265,,1,,,,3,4,,,,,2,2,0,,,,,,,,,4,2,5,3,4,1,1,17,17,17,17.0,1
266,,1,,,,3,1,,,,,1,2,0,,,,,,,,,5,4,4,3,4,5,0,9,9,10,9.333333333333334,1
267,,1,,,,4,4,,,,,2,2,0,,,,,,,,,4,3,4,2,2,4,0,12,10,11,11.0,1
268,,1,,,,4,2,,,,,1,2,0,,,,,,,,,5,4,5,1,3,5,0,10,9,10,9.666666666666666,1
269,,1,,,,2,1,,,,,2,2,0,,,,,,,,,4,3,5,1,2,3,0,6,0,0,2.0,0
270,,2,,,,3,3,,,,,1,2,2,,,,,,,,,4,3,5,3,3,5,1,9,9,9,9.0,1
271,,1,,,,2,3,,,,,1,4,0,,,,,,,,,4,5,5,1,3,2,0,15,14,14,14.333333333333334,1
272,,1,,,,1,1,,,,,2,2,0,,,,,,,,,4,4,3,1,1,3,0,11,11,11,11.0,1
273,,1,,,,1,2,,,,,1,2,0,,,,,,,,,3,5,2,2,2,1,0,15,14,14,14.333333333333334,1
274,,1,,,,2,4,,,,,2,2,0,,,,,,,,,4,3,3,1,1,1,0,10,10,10,10.0,1
275,,1,,,,2,2,,,,,2,2,0,,,,,,,,,4,4,4,2,3,5,0,12,12,12,12.0,1
276,,1,,,,3,2,,,,,2,2,0,,,,,,,,,4,1,1,1,1,5,2,10,9,9,9.333333333333334,1
277,,1,,,,4,4,,,,,2,1,0,,,,,,,,,3,2,4,1,4,3,2,9,9,9,9.0,1
278,,1,,,,4,4,,,,,1,2,1,,,,,,,,,2,4,4,1,1,4,1,9,8,8,8.333333333333334,1
279,,1,,,,4,3,,,,,2,1,0,,,,,,,,,4,2,3,1,2,1,0,10,11,10,10.333333333333334,1
280,,1,,,,4,1,,,,,2,1,0,,,,,,,,,4,5,4,2,4,5,2,8,8,8,8.0,1
281,,1,,,,3,2,,,,,1,1,1,,,,,,,,,4,4,4,3,4,3,1,11,9,10,10.0,1
282,,1,,,,1,1,,,,,2,4,0,,,,,,,,,5,2,2,1,1,3,0,12,12,12,12.0,1
283,,1,,,,1,1,,,,,2,2,0,,,,,,,,,5,4,4,1,1,4,0,8,9,10,9.0,1
284,,1,,,,2,2,,,,,1,2,0,,,,,,,,,5,4,5,1,2,5,0,10,9,11,10.0,1
285,,1,,,,1,1,,,,,1,2,0,,,,,,,,,4,3,3,1,2,4,0,12,10,11,11.0,1
286,,1,,,,2,2,,,,,1,3,0,,,,,,,,,4,3,3,1,2,2,0,18,18,19,18.333333333333332,1
287,,1,,,,1,1,,,,,1,3,0,,,,,,,,,4,3,3,1,1,3,0,13,12,12,12.333333333333334,1
288,,1,,,,2,1,,,,,1,3,0,,,,,,,,,4,2,4,1,3,2,0,15,14,14,14.333333333333334,1
289,,1,,,,4,4,,,,,1,2,0,,,,,,,,,5,4,3,1,1,2,0,15,13,15,14.333333333333334,1
290,,1,,,,4,2,,,,,1,2,0,,,,,,,,,4,3,2,1,4,5,1,12,11,11,11.333333333333334,1
291,,1,,,,4,3,,,,,1,3,0,,,,,,,,,4,2,2,1,2,3,0,15,15,15,15.0,1
292,,1,,,,2,1,,,,,1,2,1,,,,,,,,,5,4,3,1,1,5,1,12,12,13,12.333333333333334,1
293,,1,,,,3,1,,,,,2,4,0,,,,,,,,,3,1,2,1,1,3,0,18,18,18,18.0,1
294,,1,,,,3,2,,,,,2,3,0,,,,,,,,,5,4,2,1,1,4,0,14,13,14,13.666666666666666,1
295,,1,,,,3,3,,,,,1,1,0,,,,,,,,,4,4,3,1,3,5,0,14,12,11,12.333333333333334,1
296,,2,,,,4,4,,,,,2,2,0,,,,,,,,,2,3,4,2,3,2,0,10,9,0,6.333333333333333,0
297,,1,,,,4,3,,,,,2,2,0,,,,,,,,,4,4,5,1,2,2,0,10,8,8,8.666666666666666,1
298,,1,,,,4,3,,,,,1,4,0,,,,,,,,,4,3,3,1,1,3,0,14,13,14,13.666666666666666,1
299,,1,,,,4,4,,,,,1,1,0,,,,,,,,,1,4,2,2,2,1,0,16,15,16,15.666666666666666,1
300,,1,,,,4,4,,,,,1,2,0,,,,,,,,,4,2,4,1,1,4,1,12,10,11,11.0,1
301,,1,,,,4,4,,,,,2,1,0,,,,,,,,,4,1,1,2,2,5,0,11,11,10,10.666666666666666,1
302,,1,,,,4,2,,,,,2,3,0,,,,,,,,,4,3,3,1,1,3,0,15,12,14,13.666666666666666,1
303,,1,,,,3,2,,,,,1,4,0,,,,,,,,,5,2,2,1,2,5,0,17,17,18,17.333333333333332,1
304,,2,,,,3,3,,,,,1,2,1,,,,,,,,,4,4,4,1,1,3,1,15,14,13,14.0,1
305,,1,,,,2,4,,,,,1,2,1,,,,,,,,,4,4,3,1,1,3,0,14,12,12,12.666666666666666,1
306,,2,,,,3,2,,,,,1,1,0,,,,,,,,,5,5,3,1,1,5,0,17,18,18,17.666666666666668,1
307,,2,,,,4,4,,,,,2,1,1,,,,,,,,,4,3,4,1,1,4,2,8,9,8,8.333333333333334,1
308,,2,,,,3,3,,,,,1,2,1,,,,,,,,,4,5,3,1,2,5,0,15,12,12,13.0,1
309,,2,,,,1,1,,,,,1,2,1,,,,,,,,,4,4,3,1,3,3,1,12,10,10,10.666666666666666,1
310,,2,,,,1,2,,,,,1,2,1,,,,,,,,,4,2,4,2,2,3,0,9,9,0,6.0,0
311,,2,,,,2,1,,,,,3,2,0,,,,,,,,,3,4,1,1,1,2,1,14,12,13,13.0,1
312,,2,,,,1,2,,,,,1,2,1,,,,,,,,,4,5,2,2,2,4,0,13,11,11,11.666666666666666,1
313,,2,,,,3,2,,,,,2,2,1,,,,,,,,,4,2,2,1,2,1,2,13,10,11,11.333333333333334,1
314,,2,,,,1,1,,,,,1,3,2,,,,,,,,,4,1,2,1,1,3,1,15,13,13,13.666666666666666,1
315,,2,,,,2,3,,,,,1,3,1,,,,,,,,,4,1,2,1,1,3,2,13,11,11,11.666666666666666,1
316,,1,,,,2,1,,,,,2,2,0,,,,,,,,,5,3,3,1,2,1,0,8,8,0,5.333333333333333,0
317,,1,,,,4,3,,,,,1,3,0,,,,,,,,,4,3,4,1,1,5,0,9,10,9,9.333333333333334,1
318,,1,,,,3,4,,,,,1,3,0,,,,,,,,,4,3,4,2,5,5,0,11,11,10,10.666666666666666,1
319,,1,,,,4,4,,,,,1,2,0,,,,,,,,,4,4,4,3,3,5,0,11,11,11,11.0,1
320,,1,,,,4,3,,,,,1,2,0,,,,,,,,,5,2,2,1,2,5,2,13,13,13,13.0,1
321,,1,,,,2,2,,,,,1,2,0,,,,,,,,,4,2,2,1,1,3,1,11,9,9,9.666666666666666,1
322,,1,,,,2,2,,,,,1,3,0,,,,,,,,,3,3,2,2,2,3,0,11,11,11,11.0,1
323,,1,,,,3,1,,,,,1,3,0,,,,,,,,,3,4,3,2,3,5,0,12,14,15,13.666666666666666,1
324,,1,,,,0,2,,,,,2,3,0,,,,,,,,,3,3,3,2,3,2,0,16,15,15,15.333333333333334,1
325,,1,,,,4,4,,,,,1,3,0,,,,,,,,,4,3,3,2,2,3,0,9,12,11,10.666666666666666,1
326,,1,,,,3,3,,,,,1,1,0,,,,,,,,,4,3,5,3,5,5,0,14,15,16,15.0,1
327,,1,,,,2,2,,,,,4,1,0,,,,,,,,,4,4,5,5,5,4,0,11,10,10,10.333333333333334,1
328,,1,,,,4,4,,,,,1,3,0,,,,,,,,,5,4,4,1,3,4,0,10,9,9,9.333333333333334,1
329,,1,,,,4,4,,,,,2,3,0,,,,,,,,,4,3,3,1,2,4,0,14,14,14,14.0,1
330,,1,,,,2,2,,,,,1,4,0,,,,,,,,,4,5,5,2,4,5,0,9,8,8,8.333333333333334,1
331,,1,,,,2,4,,,,,1,3,0,,,,,,,,,4,4,3,1,1,5,0,12,14,14,13.333333333333334,1
332,,1,,,,3,3,,,,,1,2,0,,,,,,,,,5,3,4,1,1,4,0,7,0,0,2.3333333333333335,0
333,,1,,,,2,2,,,,,1,2,0,,,,,,,,,4,3,3,1,1,2,0,8,8,0,5.333333333333333,0
334,,1,,,,2,2,,,,,2,4,0,,,,,,,,,4,4,4,1,1,4,0,10,9,0,6.333333333333333,0
335,,1,,,,3,4,,,,,1,3,0,,,,,,,,,4,4,5,1,3,5,1,16,15,15,15.333333333333334,1
336,,2,,,,3,1,,,,,1,3,1,,,,,,,,,5,4,3,1,2,5,1,14,13,13,13.333333333333334,1
337,,1,,,,3,2,,,,,1,2,0,,,,,,,,,4,3,2,2,3,2,0,7,8,0,5.0,0
338,,1,,,,3,3,,,,,1,4,0,,,,,,,,,5,3,3,1,1,1,0,16,15,17,16.0,1
339,,1,,,,3,2,,,,,1,2,0,,,,,,,,,4,3,3,2,3,2,0,9,10,10,9.666666666666666,1
340,,2,,,,2,1,,,,,1,3,1,,,,,,,,,4,3,4,1,3,3,0,11,12,11,11.333333333333334,1
341,,1,,,,4,4,,,,,1,2,1,,,,,,,,,4,3,3,2,2,2,0,10,10,0,6.666666666666667,0
342,,1,,,,3,4,,,,,1,2,0,,,,,,,,,4,3,3,1,3,5,1,16,15,15,15.333333333333334,1
343,,1,,,,2,2,,,,,1,2,1,,,,,,,,,3,3,1,1,2,4,0,9,8,0,5.666666666666667,0
344,,1,,,,2,3,,,,,1,3,0,,,,,,,,,4,3,3,1,2,3,0,11,10,10,10.333333333333334,1
345,,1,,,,3,2,,,,,1,3,0,,,,,,,,,5,4,3,2,3,1,0,13,13,14,13.333333333333334,1
346,,1,,,,4,3,,,,,1,3,0,,,,,,,,,5,3,2,1,2,4,0,16,15,16,15.666666666666666,1
347,,1,,,,4,3,,,,,1,3,0,,,,,,,,,5,4,5,2,3,5,0,10,10,9,9.666666666666666,1
348,,1,,,,4,3,,,,,1,3,0,,,,,,,,,4,4,3,1,3,4,0,13,15,15,14.333333333333334,1
349,,1,,,,3,2,,,,,2,1,1,,,,,,,,,2,5,5,5,5,5,0,11,13,13,12.333333333333334,1
350,,2,,,,1,1,,,,,3,2,3,,,,,,,,,5,4,4,3,3,2,0,8,7,8,7.666666666666667,0
351,,1,,,,3,3,,,,,2,2,0,,,,,,,,,4,5,4,2,3,3,0,13,13,13,13.0,1
352,,1,,,,1,3,,,,,1,1,1,,,,,,,,,4,3,3,2,3,3,0,8,7,8,7.666666666666667,0
353,,2,,,,1,1,,,,,3,1,1,,,,,,,,,4,4,4,3,3,5,0,8,8,8,8.0,1
354,,1,,,,4,3,,,,,2,2,0,,,,,,,,,4,5,5,1,3,2,0,13,11,11,11.666666666666666,1
355,,1,,,,3,3,,,,,1,2,0,,,,,,,,,5,3,4,1,1,5,0,10,9,9,9.333333333333334,1
356,,1,,,,4,4,,,,,2,2,0,,,,,,,,,4,3,3,1,2,5,0,12,13,13,12.666666666666666,1
357,,1,,,,3,2,,,,,2,2,0,,,,,,,,,1,2,3,1,2,5,0,12,12,11,11.666666666666666,1
358,,1,,,,1,1,,,,,2,1,0,,,,,,,,,3,3,2,1,2,3,0,10,10,10,10.0,1
359,,1,,,,1,1,,,,,2,3,0,,,,,,,,,5,3,2,1,1,4,0,18,16,16,16.666666666666668,1
360,,1,,,,1,4,,,,,3,2,0,,,,,,,,,4,3,4,1,4,5,0,13,13,13,13.0,1
361,,1,,,,1,1,,,,,2,2,1,,,,,,,,,4,4,3,2,3,5,0,13,12,12,12.333333333333334,1
362,,1,,,,3,3,,,,,2,2,0,,,,,,,,,4,3,2,1,3,3,0,11,11,10,10.666666666666666,1
363,,1,,,,4,4,,,,,1,2,0,,,,,,,,,2,3,4,1,1,1,0,16,15,15,15.333333333333334,1
364,,1,,,,1,2,,,,,2,2,0,,,,,,,,,3,2,2,1,2,3,0,12,11,12,11.666666666666666,1
365,,1,,,,1,3,,,,,2,2,0,,,,,,,,,3,3,4,2,4,3,0,10,10,10,10.0,1
366,,1,,,,4,4,,,,,2,3,0,,,,,,,,,4,2,2,2,2,5,0,13,13,13,13.0,1
367,,1,,,,1,1,,,,,3,1,1,,,,,,,,,5,2,1,1,2,1,0,7,6,0,4.333333333333333,0
368,,1,,,,2,3,,,,,2,1,0,,,,,,,,,5,2,3,1,2,4,0,11,10,10,10.333333333333334,1
369,,1,,,,4,4,,,,,3,2,0,,,,,,,,,3,2,2,4,2,5,0,14,12,11,12.333333333333334,1
370,,2,,,,3,2,,,,,2,2,2,,,,,,,,,3,2,2,1,1,3,0,7,7,9,7.666666666666667,0
371,,1,,,,1,2,,,,,3,1,0,,,,,,,,,4,3,3,2,3,3,0,14,12,12,12.666666666666666,1
372,,1,,,,2,2,,,,,1,3,0,,,,,,,,,3,4,3,1,1,3,0,13,11,11,11.666666666666666,1
373,,1,,,,1,2,,,,,1,1,0,,,,,,,,,3,5,5,1,3,1,1,6,5,5,5.333333333333333,0
374,,1,,,,4,4,,,,,2,3,0,,,,,,,,,5,4,4,1,1,1,0,19,18,19,18.666666666666668,1
375,,1,,,,1,1,,,,,4,3,0,,,,,,,,,4,3,2,1,2,4,0,8,8,10,8.666666666666666,1
376,,2,,,,4,2,,,,,2,3,2,,,,,,,,,5,4,3,1,1,3,0,15,14,15,14.666666666666666,1
377,,1,,,,4,4,,,,,1,2,0,,,,,,,,,5,4,3,3,4,2,0,8,9,10,9.0,1
378,,1,,,,3,3,,,,,1,2,0,,,,,,,,,4,1,3,1,2,1,0,15,15,15,15.0,1
379,,1,,,,3,1,,,,,1,2,0,,,,,,,,,4,5,4,2,3,1,1,10,10,10,10.0,1
380,,1,,,,4,4,,,,,1,2,0,,,,,,,,,3,2,4,1,4,2,0,15,14,14,14.333333333333334,1
381,,1,,,,2,1,,,,,2,1,0,,,,,,,,,4,4,3,1,3,5,0,7,6,7,6.666666666666667,0
382,,1,,,,2,3,,,,,2,2,0,,,,,,,,,4,4,3,1,1,3,0,11,11,10,10.666666666666666,1
383,,2,,,,1,1,,,,,2,1,1,,,,,,,,,4,3,2,1,3,5,0,6,5,0,3.6666666666666665,0
384,,1,,,,4,2,,,,,2,1,1,,,,,,,,,5,4,3,4,3,3,1,6,5,5,5.333333333333333,0
385,,1,,,,2,2,,,,,2,3,0,,,,,,,,,5,3,3,1,3,4,0,10,9,10,9.666666666666666,1
386,,1,,,,4,4,,,,,3,1,0,,,,,,,,,4,4,3,2,2,5,0,6,5,6,5.666666666666667,0
387,,2,,,,2,3,,,,,1,3,1,,,,,,,,,5,4,2,1,2,5,0,7,5,0,4.0,0
388,,1,,,,3,1,,,,,1,2,0,,,,,,,,,4,3,4,1,1,1,0,7,9,8,8.0,1
389,,1,,,,1,1,,,,,2,2,1,,,,,,,,,1,1,1,1,1,5,0,6,5,0,3.6666666666666665,0
390,,2,,,,2,2,,,,,1,2,2,,,,,,,,,5,5,4,4,5,4,1,9,9,9,9.0,1
391,,1,,,,3,1,,,,,2,1,0,,,,,,,,,2,4,5,3,4,2,0,14,16,16,15.333333333333334,1
392,,2,,,,1,1,,,,,1,1,3,,,,,,,,,5,5,3,3,3,3,0,10,8,7,8.333333333333334,1
393,,1,,,,3,2,,,,,3,1,0,,,,,,,,,4,4,1,3,4,5,0,11,12,10,11.0,1
394,,2,,,,1,1,,,,,1,1,0,,,,,,,,,3,2,3,3,3,5,0,8,9,9,8.666666666666666,1
